Degree,Major,CGPA,Employed,Experience,Skills,Certifications,IndustryPreference,Job Role Simplified,Job Role
B.Sc,Chemistry,7.196918095,no,0,"C, SolidWorks, SQL",Teaching License,Research,Lecturer,Academia
MBBS,Medicine,7.952466992,yes,2,"C++, Statistics, SolidWorks, VHDL, MATLAB, Thermodynamics",PMP,Healthcare,Doctor,Healthcare
MBBS,Medicine,7.772106402,yes,13,"R, Accounting, Thermodynamics, Embedded Systems, Python, C++",AI Specialist,Healthcare,Doctor,Healthcare
MBA,Economics,8.311083617,yes,2,"Python, Econometrics, VHDL, Accounting, R, C",AWS Certified Solutions Architect,Finance,Financial Analyst,Data Analyst
MBA,Human Resources,6.004450065,yes,10,"C, Excel, Java, SolidWorks, C++, Embedded Systems",AI Specialist,Finance,Business Analyst,Data Analyst
Diploma,Civil,8.244292446,yes,14,"Java, Python, Machine Learning, AutoCAD, Excel",Medical Board Certified,Manufacturing,Civil Engineer,Civil Engineer
M.Tech,Computer Science,7.221477041,yes,14,"Econometrics, Python, Circuit Design, SolidWorks",Teaching License,Core Engineering,Software Engineer,Software Engineer
B.Ed,Education,9.595833837,yes,14,"Data Analysis, Embedded Systems, Excel, Statistics, Econometrics, R",Medical Board Certified,Education,Teacher,Academia
M.Sc,Mathematics,8.358494636,yes,2,"Embedded Systems, C++, Statistics",Teaching License,Research,Research Scientist,Data Scientist
BA,English,7.240418039,yes,9,"VHDL, Excel, C++",Medical Board Certified,Education,Lecturer,Academia
B.Ed,Education,8.637486136,yes,7,"Accounting, MATLAB, SolidWorks, Risk Analysis, C++, Circuit Design",Six Sigma,Education,Teacher,Academia
BA,Economics,5.670469445,yes,14,"C++, MATLAB, SQL",Six Sigma,Education,Financial Analyst,Data Analyst
B.Sc,Mathematics,6.566508202,yes,10,"SQL, Embedded Systems, Machine Learning, Excel, AutoCAD",Cybersecurity Certified,Research,Lecturer,Academia
B.Tech,Electrical,9.264414551,yes,2,"C, Data Analysis, Python, C++",Data Science Certificate,IT,Hardware Engineer,Software Engineer
M.Tech,Computer Science,5.784509572,yes,1,"Python, MATLAB, Machine Learning, C, Circuit Design",Teaching License,Core Engineering,Data Analyst,Data Analyst
B.Tech,Electrical,8.089770794,yes,1,"Financial Modeling, Statistics, VHDL",AWS Certified Solutions Architect,IT,Hardware Engineer,Software Engineer
B.Tech,Mechanical,8.370238025,no,0,"MATLAB, Accounting, Excel, Risk Analysis",PMP,IT,Mechanical Engineer,Mechanical Engineer
M.Sc,Chemistry,6.569156318,yes,10,"MATLAB, SQL, Embedded Systems, R, Thermodynamics",Cybersecurity Certified,Research,Lecturer,Academia
B.Ed,Education,6.231121262,yes,12,"Thermodynamics, Excel, AutoCAD",AI Specialist,Education,Teacher,Academia
MBA,Finance,5.706158794,yes,10,"AutoCAD, Excel, Accounting, SQL, R",AWS Certified Solutions Architect,Finance,Financial Analyst,Data Analyst
Diploma,Electrical,5.731666328,yes,14,"Data Analysis, Machine Learning, SolidWorks",AWS Certified Solutions Architect,Manufacturing,Hardware Engineer,Software Engineer
MBA,Marketing,7.084141548,yes,4,"Embedded Systems, MATLAB, Excel, Data Analysis, C",AI Specialist,Finance,Business Analyst,Data Analyst
B.Ed,Education,9.450776702,yes,11,"Financial Modeling, Circuit Design, SolidWorks",Six Sigma,Education,Teacher,Academia
MBBS,Medicine,5.577058808,yes,6,"R, Excel, Econometrics",Teaching License,Healthcare,Doctor,Healthcare
BA,History,9.004884829,yes,15,"Python, Embedded Systems, Accounting, MATLAB, Data Analysis",Medical Board Certified,Education,Lecturer,Academia
B.Sc,Physics,9.661395505,yes,2,"Financial Modeling, Risk Analysis, VHDL",Cybersecurity Certified,Research,Research Scientist,Data Scientist
M.Tech,Electronics,6.11,yes,4,"Verilog, Embedded C, VHDL, Microcontrollers",AWS Certified Solutions Architect,Core Engineering,Hardware Engineer,Software Engineer
B.Ed,Education,9.203312425,yes,5,"Statistics, Embedded Systems, R",AI Specialist,Education,Teacher,Academia
Diploma,Civil,6.268128414,yes,15,"C, Circuit Design, Excel, AutoCAD",Data Science Certificate,Manufacturing,Civil Engineer,Civil Engineer
B.Tech,Civil,7.192023194,yes,9,"Accounting, SolidWorks, Java",AWS Certified Solutions Architect,IT,Civil Engineer,Civil Engineer
M.Tech,Civil,9.190060654,yes,10,"Circuit Design, Statistics, Excel, AutoCAD",AI Specialist,Core Engineering,Civil Engineer,Civil Engineer
B.Sc,Mathematics,8.522458121,yes,4,"C++, Java, Python, Embedded Systems, SolidWorks",Medical Board Certified,Research,Research Scientist,Data Scientist
MBBS,Medicine,7.98908681,no,0,"Financial Modeling, Excel, C++, SolidWorks, MATLAB",PMP,Healthcare,Doctor,Healthcare
MBA,Economics,6.552138677,yes,10,"Excel, Java, Accounting, Thermodynamics",AI Specialist,Finance,Financial Analyst,Data Analyst
M.Tech,Mechanical,9.443944033,yes,14,"Excel, Financial Modeling, Machine Learning, Thermodynamics",AWS Certified Solutions Architect,Core Engineering,Mechanical Engineer,Mechanical Engineer
BA,Economics,9.875972043,yes,4,"SQL, Data Analysis, C++",AWS Certified Solutions Architect,Education,Financial Analyst,Data Analyst
B.Ed,Education,5.828599574,yes,12,"Machine Learning, Excel, Circuit Design, Data Analysis",Six Sigma,Education,Teacher,Academia
MBBS,Medicine,8.463385244,yes,6,"SolidWorks, Excel, Embedded Systems, Statistics, Financial Modeling",Data Science Certificate,Healthcare,Doctor,Healthcare
M.Tech,Mechanical,7.777034941,yes,13,"SolidWorks, Financial Modeling, AutoCAD, SQL, Accounting",Cybersecurity Certified,Core Engineering,Design Engineer,Software Engineer
Diploma,Civil Engineering,8.07,yes,4,"AutoCAD, STAAD Pro, Construction Management",AI Specialist,Manufacturing,Civil Engineer,Civil Engineer
B.Ed,Education,8.24653781,yes,11,"Accounting, Embedded Systems, Data Analysis, Excel, SolidWorks, MATLAB",PMP,Education,Teacher,Academia
B.Ed,Education,9.337854243,yes,13,"VHDL, C++, Financial Modeling, SQL, MATLAB",AWS Certified Solutions Architect,Education,Teacher,Academia
M.Tech,Computer Science,5.18,yes,5,"Java, Python, SQL, React, Node.js",Teaching License,Core Engineering,Software Engineer,Software Engineer
B.Sc,Statistics,8.53,yes,5,"Python, SQL, Data Visualization, Tableau",Cybersecurity Certified,Research,Research Scientist,Data Scientist
M.Tech,Computer Science,6.986902809,yes,14,"Java, Risk Analysis, AutoCAD",AI Specialist,Core Engineering,Software Engineer,Software Engineer
M.Tech,Electronics,6.43,yes,6,"Verilog, Embedded C, VHDL, Microcontrollers",Data Science Certificate,Core Engineering,Hardware Engineer,Software Engineer
B.Tech,Electrical,5.18,yes,7,"MATLAB, Power Systems, Control Systems",AWS Certified Solutions Architect,IT,Hardware Engineer,Software Engineer
B.Sc,Mathematics,8.091331219,yes,11,"SolidWorks, C, Excel, Econometrics",Six Sigma,Research,Research Scientist,Data Scientist
B.Tech,Computer Science,8.02,yes,4,"Java, Python, SQL, React, Node.js",AI Specialist,IT,Software Engineer,Software Engineer
BA,History,7.365117467,no,0,"Machine Learning, C++, Embedded Systems, Econometrics, VHDL, Data Analysis",Data Science Certificate,Education,Lecturer,Academia
MBA,Statistics,6.51,yes,4,"Python, SQL, Data Visualization, Tableau",Medical Board Certified,Finance,Business Analyst,Data Analyst
B.Sc,Physics,6.535522322,yes,3,"Java, SQL, Machine Learning, Embedded Systems, MATLAB",Data Science Certificate,Research,Lecturer,Academia
B.Ed,Education,5.93190678,no,0,"Financial Modeling, C, Accounting, AutoCAD, Data Analysis, SQL",AI Specialist,Education,Teacher,Academia
BA,History,6.082568769,yes,11,"Python, C++, C, Financial Modeling, Thermodynamics",Data Science Certificate,Education,Lecturer,Academia
B.Ed,Education,6.944224631,yes,9,"Machine Learning, VHDL, Financial Modeling, SQL",AWS Certified Solutions Architect,Education,Teacher,Academia
M.Sc,Chemistry,6.624025166,yes,6,"Embedded Systems, Excel, Accounting",Teaching License,Research,Lecturer,Academia
M.Tech,Electrical,8.65,yes,5,"MATLAB, Power Systems, Control Systems",Teaching License,Core Engineering,Hardware Engineer,Software Engineer
B.Tech,Civil,10,yes,15,"C++, Accounting, Machine Learning, Econometrics, Financial Modeling",Cybersecurity Certified,IT,Civil Engineer,Civil Engineer
MBA,Human Resources,7.10610906,yes,1,"Statistics, AutoCAD, MATLAB, Python, Accounting, Java",AI Specialist,Finance,Business Analyst,Data Analyst
M.Sc,Physics,9.325264544,yes,8,"Data Analysis, Circuit Design, Machine Learning, AutoCAD, C++",Teaching License,Research,Research Scientist,Data Scientist
B.Ed,Education,9.522857989,yes,6,"Machine Learning, C++, Financial Modeling, C",Medical Board Certified,Education,Teacher,Academia
BA,History,9.874274928,yes,11,"SQL, Thermodynamics, Data Analysis, Java, Accounting",Teaching License,Education,Lecturer,Academia
MBA,Human Resources,7.272626318,no,0,"C, Excel, Financial Modeling, SQL",Teaching License,Finance,Business Analyst,Data Analyst
B.Ed,Education,6.033580356,yes,1,"Thermodynamics, MATLAB, R, Accounting, Econometrics",AI Specialist,Education,Teacher,Academia
B.Ed,Education,5.502426796,yes,5,"VHDL, Circuit Design, Financial Modeling, Java",Cybersecurity Certified,Education,Teacher,Academia
MBA,Human Resources,6.805533867,yes,4,"Risk Analysis, Data Analysis, Circuit Design, Thermodynamics, MATLAB, Excel",Medical Board Certified,Finance,Business Analyst,Data Analyst
BA,Economics,10,yes,2,"Machine Learning, Thermodynamics, Econometrics, Java, Circuit Design, Python",Cybersecurity Certified,Education,Financial Analyst,Data Analyst
M.Sc,Chemistry,5.52493273,yes,2,"Financial Modeling, Statistics, C, Python",Data Science Certificate,Research,Lecturer,Academia
Diploma,Mechanical,5,yes,12,"Python, VHDL, Circuit Design, Data Analysis, Risk Analysis, Thermodynamics",Six Sigma,Manufacturing,Mechanical Engineer,Mechanical Engineer
BA,English,6.84229147,yes,10,"Machine Learning, Circuit Design, MATLAB, Data Analysis, Embedded Systems",Medical Board Certified,Education,Lecturer,Academia
BA,Economics,8.508586747,yes,6,"Accounting, Econometrics, R, Embedded Systems",AI Specialist,Education,Financial Analyst,Data Analyst
B.Sc,Physics,7.509590922,yes,5,"SQL, Embedded Systems, Statistics",Six Sigma,Research,Research Scientist,Data Scientist
B.Ed,Education,7.342047106,yes,14,"Econometrics, AutoCAD, R, Java, Embedded Systems",Medical Board Certified,Education,Teacher,Academia
M.Tech,Computer Science,9.815723756,yes,9,"Thermodynamics, Machine Learning, Circuit Design, C++, Java, Statistics",Six Sigma,Core Engineering,Data Scientist,Data Scientist
B.Sc,Physics,9.550342365,yes,6,"SQL, Python, Java",Medical Board Certified,Research,Research Scientist,Data Scientist
B.Ed,Education,8.975823931,yes,4,"R, Embedded Systems, C",Medical Board Certified,Education,Teacher,Academia
B.Sc,Chemistry,7.5491113,yes,4,"Excel, SolidWorks, AutoCAD, Accounting",AWS Certified Solutions Architect,Research,Research Scientist,Data Scientist
M.Sc,Mathematics,5.929634092,yes,13,"Python, Statistics, Risk Analysis",PMP,Research,Lecturer,Academia
M.Tech,Civil,7.10904301,yes,8,"VHDL, Embedded Systems, Java, Machine Learning",AI Specialist,Core Engineering,Civil Engineer,Civil Engineer
M.Tech,Electrical,6.21,yes,4,"MATLAB, Power Systems, Control Systems",Six Sigma,Core Engineering,Hardware Engineer,Software Engineer
Diploma,Civil,5.20984904,yes,1,"C++, Risk Analysis, R, Excel, Machine Learning",AWS Certified Solutions Architect,Manufacturing,Civil Engineer,Civil Engineer
Diploma,Mechanical,8.264576845,yes,15,"Data Analysis, R, Machine Learning",AI Specialist,Manufacturing,Mechanical Engineer,Mechanical Engineer
M.Sc,Physics,7.995615546,yes,2,"Statistics, R, Python, MATLAB, Machine Learning",Cybersecurity Certified,Research,Research Scientist,Data Scientist
BA,English,6.905847172,yes,10,"R, Embedded Systems, VHDL, Statistics, SolidWorks, Machine Learning",Teaching License,Education,Lecturer,Academia
B.Tech,Computer Science,7.92,yes,5,"Java, Python, SQL, React, Node.js",AI Specialist,IT,Software Engineer,Software Engineer
MBA,Economics,5.948733673,yes,5,"Python, C++, Java, Thermodynamics",AI Specialist,Finance,Financial Analyst,Data Analyst
B.Ed,Education,7.878414345,yes,7,"Econometrics, C, Statistics, SQL, Machine Learning, MATLAB",AI Specialist,Education,Teacher,Academia
BA,History,8.574180806,yes,6,"R, C++, VHDL",Six Sigma,Education,Lecturer,Academia
B.Sc,Physics,8.024315138,yes,12,"MATLAB, C++, R, Data Analysis, Risk Analysis",PMP,Research,Research Scientist,Data Scientist
Diploma,Civil,9.534345265,yes,10,"C, Excel, SQL, R, Python, Risk Analysis",Cybersecurity Certified,Manufacturing,Civil Engineer,Civil Engineer
BA,English,5.949418891,yes,13,"Risk Analysis, Circuit Design, C, VHDL",Medical Board Certified,Education,Lecturer,Academia
Diploma,Electrical,7.88,yes,7,"MATLAB, Power Systems, Control Systems",Cybersecurity Certified,Manufacturing,Hardware Engineer,Software Engineer
BA,English,6.405656696,yes,11,"VHDL, Circuit Design, Accounting, C",Six Sigma,Education,Lecturer,Academia
Diploma,Mechanical,5.310261652,yes,11,"Statistics, Machine Learning, MATLAB, Risk Analysis",Teaching License,Manufacturing,Mechanical Engineer,Mechanical Engineer
B.Sc,Mathematics,5.705976481,yes,1,"Embedded Systems, Econometrics, VHDL",Medical Board Certified,Research,Lecturer,Academia
BA,Economics,6.763362518,yes,14,"Java, Data Analysis, SQL",PMP,Education,Financial Analyst,Data Analyst
B.Ed,Education,8.359556169,no,0,"Financial Modeling, Statistics, Excel",Teaching License,Education,Teacher,Academia
M.Tech,Mechanical,9.6,yes,5,"SolidWorks, Thermodynamics, MATLAB",AWS Certified Solutions Architect,Core Engineering,Design Engineer,Software Engineer
B.Ed,Education,8.902231237,yes,9,"C++, Machine Learning, Java",AI Specialist,Education,Teacher,Academia
M.Sc,Chemistry,8.552488163,yes,13,"C, Accounting, Data Analysis, Python, Machine Learning",AWS Certified Solutions Architect,Research,Research Scientist,Data Scientist
B.Tech,Electrical,7.713978113,yes,14,"Machine Learning, R, Excel",Six Sigma,IT,Hardware Engineer,Software Engineer
B.Ed,Education,6.230457345,yes,14,"Risk Analysis, R, Statistics",Teaching License,Education,Teacher,Academia
M.Sc,Physics,6.448228702,yes,2,"SolidWorks, Excel, Financial Modeling",Teaching License,Research,Lecturer,Academia
B.Sc,Chemistry,7.048465614,yes,6,"MATLAB, SolidWorks, C++, Embedded Systems",Data Science Certificate,Research,Lecturer,Academia
BA,History,9.189402435,yes,8,"MATLAB, Thermodynamics, Machine Learning, Statistics",Medical Board Certified,Education,Lecturer,Academia
MBA,Economics,9.275155478,yes,13,"SolidWorks, Statistics, C++, R, Machine Learning, C",Data Science Certificate,Finance,Financial Analyst,Data Analyst
MBA,Management,9.37,yes,7,"Excel, SQL, Business Intelligence, PowerBI",Data Science Certificate,Finance,Business Analyst,Data Analyst
BA,Economics,5.947335904,yes,11,"Thermodynamics, C, SQL, Risk Analysis, Econometrics",Teaching License,Education,Investment Analyst,Data Analyst
MBBS,Medicine,5.405195196,yes,11,"MATLAB, C++, Statistics, VHDL",Medical Board Certified,Healthcare,Doctor,Healthcare
B.Tech,Electrical,5.86,yes,6,"MATLAB, Power Systems, Control Systems",AWS Certified Solutions Architect,IT,Hardware Engineer,Software Engineer
MBA,Statistics,9.83,yes,4,"Python, SQL, Data Visualization, Tableau",Cybersecurity Certified,Finance,Business Analyst,Data Analyst
M.Sc,Chemistry,7.816503953,yes,9,"Python, Excel, Statistics",Data Science Certificate,Research,Research Scientist,Data Scientist
M.Sc,Chemistry,8.017337334,yes,8,"Accounting, Embedded Systems, Excel",Cybersecurity Certified,Research,Research Scientist,Data Scientist
B.Sc,Chemistry,7.510802328,yes,2,"Statistics, Econometrics, SQL, C++, SolidWorks, Embedded Systems",Data Science Certificate,Research,Research Scientist,Data Scientist
Diploma,Electronics,5.11,yes,5,"Verilog, Embedded C, VHDL, Microcontrollers",Medical Board Certified,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Electronics,8.35,yes,4,"Verilog, Embedded C, VHDL, Microcontrollers",Medical Board Certified,IT,Hardware Engineer,Software Engineer
B.Sc,Finance,7.19,yes,4,"Excel, Financial Modeling, Risk Analysis",AI Specialist,Research,Investment Analyst,Data Analyst
B.Ed,Education,9.620125561,yes,4,"SolidWorks, SQL, Data Analysis, Statistics, AutoCAD",PMP,Education,Teacher,Academia
BA,History,7.609598169,yes,1,"MATLAB, Java, Excel, SQL, C, Data Analysis",Data Science Certificate,Education,Lecturer,Academia
MBA,Human Resources,6.625377228,yes,12,"MATLAB, Risk Analysis, Econometrics",Data Science Certificate,Finance,Business Analyst,Data Analyst
M.Tech,Mechanical,8.74,yes,6,"SolidWorks, Thermodynamics, MATLAB",PMP,Core Engineering,Design Engineer,Software Engineer
M.Sc,Chemistry,9.861435804,yes,10,"Python, Accounting, Java",AWS Certified Solutions Architect,Research,Research Scientist,Data Scientist
Diploma,Civil,6.127557877,yes,1,"C, Accounting, Python",Six Sigma,Manufacturing,Civil Engineer,Civil Engineer
B.Ed,Education,5.200973911,yes,12,"Embedded Systems, Circuit Design, SQL, Java, Econometrics",AWS Certified Solutions Architect,Education,Teacher,Academia
B.Ed,Education,6.182941096,no,0,"Data Analysis, Embedded Systems, Circuit Design, Econometrics, R",Six Sigma,Education,Teacher,Academia
M.Sc,Computer Science,9.51,yes,5,"Python, Machine Learning, TensorFlow, SQL",AWS Certified Solutions Architect,Research,Data Scientist,Data Scientist
M.Sc,Mathematics,5.092421508,yes,1,"Financial Modeling, Econometrics, Thermodynamics, Circuit Design, Statistics",PMP,Research,Lecturer,Academia
MBA,Marketing,6.371919338,yes,13,"SolidWorks, Java, C, Financial Modeling, Econometrics",Medical Board Certified,Finance,Business Analyst,Data Analyst
B.Ed,Education,5.551830005,yes,7,"C++, Thermodynamics, SQL",Data Science Certificate,Education,Teacher,Academia
B.Ed,Education,9.708252763,yes,15,"C++, AutoCAD, Thermodynamics, Statistics, Java",AWS Certified Solutions Architect,Education,Teacher,Academia
MBBS,Medicine,8.0650774,yes,3,"Financial Modeling, VHDL, Data Analysis, Circuit Design, Embedded Systems, Machine Learning",Six Sigma,Healthcare,Doctor,Healthcare
Diploma,Civil,6.217691331,yes,15,"MATLAB, Python, Thermodynamics, Embedded Systems",Teaching License,Manufacturing,Civil Engineer,Civil Engineer
B.Sc,Physics,9.345324341,yes,2,"C, Circuit Design, MATLAB, Embedded Systems",PMP,Research,Research Scientist,Data Scientist
B.Sc,Mathematics,5.362874946,no,0,"Circuit Design, Data Analysis, Python, Accounting, MATLAB",Cybersecurity Certified,Research,Lecturer,Academia
Diploma,Electronics,7.84,yes,7,"Verilog, Embedded C, VHDL, Microcontrollers",Six Sigma,Manufacturing,Hardware Engineer,Software Engineer
BA,English,6.256571569,yes,5,"Accounting, C, Econometrics",Medical Board Certified,Education,Lecturer,Academia
MBA,Economics,5.883364602,yes,8,"SQL, Java, Python, AutoCAD, C++",Data Science Certificate,Finance,Financial Analyst,Data Analyst
M.Tech,Electrical,8.13,yes,3,"MATLAB, Power Systems, Control Systems",AI Specialist,Core Engineering,Hardware Engineer,Software Engineer
Diploma,Mechanical,8.655370704,yes,10,"AutoCAD, Data Analysis, Java, Circuit Design, R",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
B.Ed,Education,9.011374575,yes,10,"Statistics, Accounting, Circuit Design",Six Sigma,Education,Teacher,Academia
MBBS,Medicine,5.641120281,yes,6,"VHDL, Circuit Design, R, Accounting",AWS Certified Solutions Architect,Healthcare,Doctor,Healthcare
B.Sc,Chemistry,7.504753903,yes,8,"SQL, Python, VHDL, Accounting, C, Financial Modeling",AWS Certified Solutions Architect,Research,Research Scientist,Data Scientist
MBA,Finance,9.156452536,yes,15,"SolidWorks, Excel, Thermodynamics, Circuit Design, Data Analysis, Python",Cybersecurity Certified,Finance,Financial Analyst,Data Analyst
M.Tech,Computer Science,5.472552746,yes,8,"SolidWorks, Java, Statistics, Risk Analysis, C, Python",Data Science Certificate,Core Engineering,Software Engineer,Software Engineer
BA,Statistics,7.64,yes,6,"Python, SQL, Data Visualization, Tableau",AI Specialist,Education,Engineer,Software Engineer
M.Tech,Civil,6.279230685,yes,13,"Accounting, Python, Embedded Systems, C",AWS Certified Solutions Architect,Core Engineering,Civil Engineer,Civil Engineer
BA,Statistics,5.84,yes,5,"Python, SQL, Data Visualization, Tableau",Medical Board Certified,Education,Engineer,Software Engineer
M.Tech,Mechanical,8.762657525,yes,14,"C++, Python, Excel, MATLAB",AI Specialist,Core Engineering,Mechanical Engineer,Mechanical Engineer
MBA,Economics,8.49802018,yes,8,"Accounting, SQL, Python, Embedded Systems, C, Data Analysis",Six Sigma,Finance,Financial Analyst,Data Analyst
B.Tech,Computer Science,8.744865132,yes,10,"SolidWorks, Econometrics, C++",Medical Board Certified,IT,Software Engineer,Software Engineer
B.Tech,Mechanical,6.82,yes,7,"SolidWorks, Thermodynamics, MATLAB",Cybersecurity Certified,IT,Design Engineer,Software Engineer
Diploma,Civil,6.087442771,yes,14,"Data Analysis, R, Excel, VHDL, C, Econometrics",Teaching License,Manufacturing,Civil Engineer,Civil Engineer
MBBS,Medicine,9.190107946,yes,15,"R, Statistics, Data Analysis, C, C++, Thermodynamics",Medical Board Certified,Healthcare,Doctor,Healthcare
B.Sc,Mathematics,5.000584809,no,0,"VHDL, Financial Modeling, SolidWorks",Data Science Certificate,Research,Lecturer,Academia
MBBS,Medicine,7.915138463,no,0,"Excel, C, Data Analysis, Statistics, SQL",AI Specialist,Healthcare,Doctor,Healthcare
M.Tech,Mechanical,9.184984238,yes,10,"Circuit Design, Machine Learning, MATLAB",Medical Board Certified,Core Engineering,Mechanical Engineer,Mechanical Engineer
MBBS,Medicine,5.99339656,yes,3,"MATLAB, Data Analysis, VHDL, Econometrics",AWS Certified Solutions Architect,Healthcare,Doctor,Healthcare
B.Tech,Electrical,8.673754399,yes,9,"Financial Modeling, MATLAB, Excel, VHDL, Python",Cybersecurity Certified,IT,Hardware Engineer,Software Engineer
MBA,Management,7.97,yes,4,"Excel, SQL, Business Intelligence, PowerBI",Cybersecurity Certified,Finance,Business Analyst,Data Analyst
B.Ed,Education,7.218035212,yes,15,"VHDL, Financial Modeling, Java, SQL, Risk Analysis, Excel",Cybersecurity Certified,Education,Teacher,Academia
M.Sc,Physics,7.23,yes,6,"Matlab, Statistics, Simulations, C++",PMP,Research,Lecturer,Academia
BA,History,6.359391771,yes,8,"Machine Learning, Thermodynamics, Accounting",AWS Certified Solutions Architect,Education,Lecturer,Academia
MBA,Marketing,8.110329719,yes,4,"Embedded Systems, SolidWorks, C",PMP,Finance,Project Manager,Project Manager
MBBS,Medicine,9.203276627,yes,4,"Econometrics, Python, Java, Accounting, Embedded Systems",Six Sigma,Healthcare,Doctor,Healthcare
B.Ed,Education,6.703054473,yes,13,"Data Analysis, Excel, Thermodynamics",Teaching License,Education,Teacher,Academia
M.Sc,Computer Science,8.91,yes,6,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Scientist,Data Scientist
MBBS,Medicine,5.45496016,yes,10,"Circuit Design, Risk Analysis, Java",PMP,Healthcare,Doctor,Healthcare
M.Sc,Mathematics,6.100877849,yes,11,"Financial Modeling, R, Data Analysis, Machine Learning",PMP,Research,Lecturer,Academia
B.Ed,Education,5.185681447,yes,5,"AutoCAD, Econometrics, Statistics",Teaching License,Education,Teacher,Academia
B.Sc,Mathematics,7.739194655,yes,12,"VHDL, SQL, Data Analysis",PMP,Research,Research Scientist,Data Scientist
M.Sc,Mathematics,9.34716264,yes,10,"SQL, VHDL, Risk Analysis, Thermodynamics",Cybersecurity Certified,Research,Research Scientist,Data Scientist
BA,Economics,9.714170596,yes,10,"Circuit Design, Statistics, SolidWorks",AWS Certified Solutions Architect,Education,Financial Analyst,Data Analyst
B.Tech,Electrical,7.959790305,yes,10,"Thermodynamics, C, VHDL, C++",Six Sigma,IT,Hardware Engineer,Software Engineer
B.Sc,Chemistry,9.583790181,yes,14,"Machine Learning, AutoCAD, Econometrics, SolidWorks",Medical Board Certified,Research,Research Scientist,Data Scientist
MBBS,Medicine,5.743865652,yes,6,"Data Analysis, Econometrics, Embedded Systems, Thermodynamics",AWS Certified Solutions Architect,Healthcare,Doctor,Healthcare
MBBS,Medicine,8.640363769,yes,7,"Financial Modeling, Thermodynamics, Circuit Design",Cybersecurity Certified,Healthcare,Doctor,Healthcare
B.Sc,Mathematics,7.394684225,yes,10,"R, Financial Modeling, AutoCAD, C++",Medical Board Certified,Research,Lecturer,Academia
Diploma,Mechanical,7.58532004,yes,5,"MATLAB, AutoCAD, Accounting, Financial Modeling",Medical Board Certified,Manufacturing,Design Engineer,Software Engineer
M.Sc,Physics,7.93,yes,7,"Matlab, Statistics, Simulations, C++",PMP,Research,Research Scientist,Data Scientist
M.Tech,Civil,5.490347554,yes,1,"R, AutoCAD, Financial Modeling, C, Python, VHDL",Medical Board Certified,Core Engineering,Civil Engineer,Civil Engineer
BA,History,5.033524332,yes,6,"C, Circuit Design, Econometrics, R, Machine Learning",Data Science Certificate,Education,Lecturer,Academia
Diploma,Civil,7.208486939,yes,10,"R, VHDL, Financial Modeling",Medical Board Certified,Manufacturing,Civil Engineer,Civil Engineer
Diploma,Mechanical,7.034616533,yes,1,"Risk Analysis, Financial Modeling, Thermodynamics, Econometrics",Teaching License,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBBS,Medicine,6.237784535,yes,13,"SolidWorks, Data Analysis, Accounting",AI Specialist,Healthcare,Doctor,Healthcare
Diploma,Civil,6.312498662,yes,10,"Accounting, VHDL, Excel",Medical Board Certified,Manufacturing,Civil Engineer,Civil Engineer
B.Tech,Mechanical,8.440161157,yes,2,"R, VHDL, Financial Modeling",Six Sigma,IT,Mechanical Engineer,Mechanical Engineer
BA,History,9.420054679,yes,8,"Data Analysis, C++, SQL, Java",Data Science Certificate,Education,Lecturer,Academia
B.Sc,Physics,8.4018088,yes,15,"Accounting, C++, Python, Circuit Design, VHDL, Financial Modeling",Teaching License,Research,Research Scientist,Data Scientist
B.Sc,Mathematics,5.2292525,yes,2,"Thermodynamics, Financial Modeling, Risk Analysis, C++",Six Sigma,Research,Lecturer,Academia
Diploma,Civil,9.116755497,yes,4,"Excel, R, Circuit Design, AutoCAD",PMP,Manufacturing,Civil Engineer,Civil Engineer
B.Ed,Education,8.010887852,yes,13,"Excel, Econometrics, VHDL, Thermodynamics",AI Specialist,Education,Teacher,Academia
BA,Economics,8.492787219,yes,9,"Thermodynamics, Machine Learning, Statistics, Embedded Systems, MATLAB, Accounting",PMP,Education,Financial Analyst,Data Analyst
B.Sc,Chemistry,6.717039281,yes,12,"C++, SolidWorks, Risk Analysis, Financial Modeling, Embedded Systems, SQL",Cybersecurity Certified,Research,Lecturer,Academia
M.Tech,Mechanical,5.77,yes,6,"SolidWorks, Thermodynamics, MATLAB",Six Sigma,Core Engineering,Design Engineer,Software Engineer
M.Tech,Mechanical,6.278878065,yes,2,"Python, Econometrics, SolidWorks, Embedded Systems, Machine Learning, C++",Teaching License,Core Engineering,Design Engineer,Software Engineer
Diploma,Mechanical,7.879468896,no,0,"Financial Modeling, SolidWorks, MATLAB, Thermodynamics, VHDL, Embedded Systems",Cybersecurity Certified,Manufacturing,Design Engineer,Software Engineer
MBA,Management,9.6,yes,6,"Excel, SQL, Business Intelligence, PowerBI",Cybersecurity Certified,Finance,Business Analyst,Data Analyst
Diploma,Computer Science,5.17,yes,4,"Java, Python, SQL, React, Node.js",AWS Certified Solutions Architect,Manufacturing,Software Engineer,Software Engineer
MBBS,Medicine,8.596436922,yes,6,"Accounting, Excel, SolidWorks, Econometrics, AutoCAD",PMP,Healthcare,Doctor,Healthcare
