Degree,Major,CGPA,Employed,Experience,Skills,Certifications,IndustryPreference,Job Role Simplified,Job Role
M.Tech,Computer Science,8.337166884995275,yes,13,"Data Analysis, Machine Learning, MATLAB, Risk Analysis, Java, Circuit Design",PMP,Core Engineering,Data Scientist,Data Scientist
M.Tech,Civil,6.102566725689101,yes,2,"Financial Modeling, Python, R",PMP,Core Engineering,Civil Engineer,Civil Engineer
BA,History,8.902366058755195,yes,15,"Statistics, C, SQL",Cybersecurity Certified,Education,Lecturer,Academia
M.Sc,Mathematics,5.45412344193196,yes,13,"Java, SolidWorks, Statistics, VHDL",Medical Board Certified,Research,Lecturer,Academia
BA,History,7.548862818393521,no,0,"VHDL, Embedded Systems, R, Thermodynamics, Java, Circuit Design",PMP,Education,Lecturer,Academia
Diploma,Mechanical,5.304325467790591,no,0,"Excel, Machine Learning, VHDL, C++",Medical Board Certified,Manufacturing,Mechanical Engineer,Mechanical Engineer
Diploma,Electrical,8.613091178374038,yes,15,"VHDL, C, Accounting",Teaching License,Manufacturing,Hardware Engineer,Software Engineer
Diploma,Electrical,6.283434409928655,yes,1,"SQL, C, Data Analysis, Thermodynamics, Accounting, R",AWS Certified Solutions Architect,Manufacturing,Hardware Engineer,Software Engineer
MBA,Human Resources,8.69978942342552,yes,14,"Econometrics, Embedded Systems, R, Machine Learning, Excel, SolidWorks",Teaching License,Finance,Business Analyst,Data Analyst
B.Sc,Mathematics,8.60285136725963,yes,10,"C, Econometrics, R",Medical Board Certified,Research,Research Scientist,Data Scientist
MBA,Statistics,8.36,yes,4,"Python, SQL, Data Visualization, Tableau",Six Sigma,Finance,Business Analyst,Data Analyst
B.Ed,Education,9.279955874274751,yes,2,"SolidWorks, R, Accounting",Cybersecurity Certified,Education,Teacher,Academia
MBA,Marketing,8.322086428835872,yes,12,"SQL, Excel, Accounting, Embedded Systems",Data Science Certificate,Finance,Business Analyst,Data Analyst
MBBS,Medicine,7.88627698559425,no,0,"Accounting, VHDL, Circuit Design, SQL, AutoCAD",Teaching License,Healthcare,Doctor,Healthcare
M.Sc,Mathematics,7.822098121604341,yes,10,"C++, SolidWorks, Circuit Design",Teaching License,Research,Research Scientist,Data Scientist
MBBS,Medicine,6.127250951220157,yes,12,"C, Python, C++, Thermodynamics, Econometrics, Data Analysis",Six Sigma,Healthcare,Doctor,Healthcare
M.Sc,Mathematics,7.885333644589644,yes,12,"C++, MATLAB, Thermodynamics, Accounting, Circuit Design, VHDL",PMP,Research,Research Scientist,Data Scientist
BA,Economics,8.817866455913304,yes,8,"SolidWorks, Machine Learning, Thermodynamics, VHDL, Econometrics",Medical Board Certified,Education,Financial Analyst,Data Analyst
B.Tech,Electrical,9.38,yes,7,"MATLAB, Power Systems, Control Systems",Cybersecurity Certified,IT,Hardware Engineer,Software Engineer
MBA,Finance,6.440989302448775,no,0,"Embedded Systems, Python, Financial Modeling, Java, Statistics",Cybersecurity Certified,Finance,Financial Analyst,Data Analyst
BA,Finance,8.45,yes,7,"Excel, Financial Modeling, Risk Analysis",Teaching License,Education,Investment Analyst,Data Analyst
B.Tech,Civil,5.048045971579364,yes,11,"C++, Statistics, SolidWorks, MATLAB, Machine Learning, Accounting",PMP,IT,Civil Engineer,Civil Engineer
B.Ed,Education,9.765330883116606,yes,7,"VHDL, Econometrics, Accounting, Java, Machine Learning",PMP,Education,Teacher,Academia
BA,Statistics,7.63,yes,4,"Python, SQL, Data Visualization, Tableau",AWS Certified Solutions Architect,Education,Engineer,Software Engineer
B.Sc,Physics,9.83000952900691,yes,1,"Thermodynamics, C++, Risk Analysis, MATLAB",PMP,Research,Research Scientist,Data Scientist
MBBS,Medicine,7.958187044210005,yes,13,"Machine Learning, Embedded Systems, Python, Econometrics",AI Specialist,Healthcare,Doctor,Healthcare
B.Sc,Mathematics,7.54266628802139,yes,12,"Excel, Java, Risk Analysis, Machine Learning, Python",Six Sigma,Research,Research Scientist,Data Scientist
Diploma,Civil,5.504164485484245,yes,13,"Machine Learning, Python, Econometrics, SolidWorks, MATLAB, Risk Analysis",Teaching License,Manufacturing,Civil Engineer,Civil Engineer
B.Tech,Electronics,5.35,yes,3,"Verilog, Embedded C, VHDL, Microcontrollers",Data Science Certificate,IT,Hardware Engineer,Software Engineer
Diploma,Civil,8.69944063797274,yes,11,"Python, Risk Analysis, VHDL, MATLAB, AutoCAD, Excel",Six Sigma,Manufacturing,Civil Engineer,Civil Engineer
MBA,Human Resources,8.607929342144981,yes,1,"Accounting, SolidWorks, Econometrics, Statistics, Python, Java",AI Specialist,Finance,Business Analyst,Data Analyst
B.Ed,Education,9.219232780418965,yes,7,"Statistics, Risk Analysis, SQL",Cybersecurity Certified,Education,Teacher,Academia
B.Tech,Civil Engineering,5.97,yes,3,"AutoCAD, STAAD Pro, Construction Management",AI Specialist,IT,Civil Engineer,Civil Engineer
B.Tech,Mechanical,8.564861953039365,yes,2,"C++, Java, Thermodynamics, MATLAB",AI Specialist,IT,Mechanical Engineer,Mechanical Engineer
M.Tech,Computer Science,9.985561781612274,yes,15,"Circuit Design, Thermodynamics, Machine Learning, Excel, Java",Teaching License,Core Engineering,Data Scientist,Data Scientist
B.Tech,Electrical,8.611403074122865,yes,11,"AutoCAD, Data Analysis, Risk Analysis, Excel, Java, VHDL",AI Specialist,IT,Hardware Engineer,Software Engineer
B.Sc,Finance,9.47,yes,5,"Excel, Financial Modeling, Risk Analysis",Cybersecurity Certified,Research,Investment Analyst,Data Analyst
Diploma,Electrical,7.350761912056329,yes,10,"Circuit Design, SQL, Data Analysis, Thermodynamics, Econometrics, Excel",Teaching License,Manufacturing,Hardware Engineer,Software Engineer
M.Sc,Physics,5.35,yes,3,"Matlab, Statistics, Simulations, C++",AI Specialist,Research,Lecturer,Academia
MBBS,Medicine,7.242469780380657,yes,9,"Embedded Systems, Java, Machine Learning, MATLAB, Risk Analysis, R",Teaching License,Healthcare,Doctor,Healthcare
B.Sc,Mathematics,7.936849248999308,yes,8,"Accounting, SQL, Machine Learning, Embedded Systems",Data Science Certificate,Research,Research Scientist,Data Scientist
BA,Management,8.23,yes,4,"Excel, SQL, Business Intelligence, PowerBI",AWS Certified Solutions Architect,Education,Business Analyst,Data Analyst
MBBS,Medicine,5.089845841233487,yes,13,"AutoCAD, Thermodynamics, SQL",Data Science Certificate,Healthcare,Doctor,Healthcare
M.Sc,Mathematics,6.784078285273865,yes,2,"Machine Learning, Financial Modeling, VHDL, C++",Data Science Certificate,Research,Lecturer,Academia
MBA,Marketing,7.373268152233474,yes,9,"Risk Analysis, Python, Accounting, Excel, AutoCAD, MATLAB",Six Sigma,Finance,Business Analyst,Data Analyst
MBA,Finance,9.60778290471451,yes,12,"Java, Data Analysis, Machine Learning, R",Teaching License,Finance,Financial Analyst,Data Analyst
M.Sc,Physics,7.32,yes,4,"Matlab, Statistics, Simulations, C++",Cybersecurity Certified,Research,Lecturer,Academia
MBA,Human Resources,5.852060485753896,no,0,"AutoCAD, Machine Learning, Thermodynamics, Embedded Systems",Medical Board Certified,Finance,Business Analyst,Data Analyst
M.Tech,Computer Science,7.53223248274738,yes,14,"Java, Statistics, Excel",AI Specialist,Core Engineering,Software Engineer,Software Engineer
MBBS,Medicine,6.513138258256694,yes,8,"Data Analysis, C, Embedded Systems, Statistics",Cybersecurity Certified,Healthcare,Doctor,Healthcare
B.Tech,Civil Engineering,9.37,yes,3,"AutoCAD, STAAD Pro, Construction Management",Data Science Certificate,IT,Civil Engineer,Civil Engineer
Diploma,Computer Science,9.5,yes,3,"Java, Python, SQL, React, Node.js",Medical Board Certified,Manufacturing,Software Engineer,Software Engineer
BA,English,6.744441190843816,yes,1,"VHDL, C++, Accounting, Circuit Design, Financial Modeling",Cybersecurity Certified,Education,Lecturer,Academia
MBA,Economics,7.011163165228164,yes,10,"Thermodynamics, R, VHDL, SQL, Statistics, Risk Analysis",PMP,Finance,Investment Analyst,Data Analyst
Diploma,Electrical,7.549900347060489,yes,9,"Accounting, Embedded Systems, R, AutoCAD, SQL",Teaching License,Manufacturing,Embedded Systems Engineer,Software Engineer
B.Sc,Physics,7.1345439029369135,yes,15,"Thermodynamics, Machine Learning, Financial Modeling, Econometrics",AWS Certified Solutions Architect,Research,Lecturer,Academia
B.Tech,Computer Science,9.103101827348471,yes,13,"Excel, SolidWorks, Econometrics, Circuit Design, R, C",AI Specialist,IT,Software Engineer,Software Engineer
B.Ed,Education,5.76309776266054,yes,1,"Python, Embedded Systems, Thermodynamics, Econometrics, Java, R",Data Science Certificate,Education,Teacher,Academia
BA,History,6.884897500149149,yes,8,"Accounting, Statistics, Data Analysis",Six Sigma,Education,Lecturer,Academia
M.Tech,Mechanical,9.55,yes,7,"SolidWorks, Thermodynamics, MATLAB",Data Science Certificate,Core Engineering,Design Engineer,Software Engineer
BA,History,7.688076112772743,yes,12,"Machine Learning, Risk Analysis, Excel, Financial Modeling, Embedded Systems, R",AI Specialist,Education,Lecturer,Academia
MBBS,Medicine,6.5179020452427,yes,1,"Thermodynamics, C, SolidWorks, Financial Modeling, Statistics",Medical Board Certified,Healthcare,Doctor,Healthcare
B.Sc,Physics,7.669983911955602,yes,3,"Financial Modeling, R, Java, Accounting, Excel, Circuit Design",Six Sigma,Research,Research Scientist,Data Scientist
M.Sc,Chemistry,8.141215998758799,yes,10,"C, SolidWorks, Embedded Systems",Data Science Certificate,Research,Research Scientist,Data Scientist
BA,Economics,5.457633600649185,yes,12,"Java, Data Analysis, R",Six Sigma,Education,Financial Analyst,Data Analyst
M.Tech,Civil,8.045025905342946,yes,1,"Embedded Systems, Python, Circuit Design, Financial Modeling",PMP,Core Engineering,Civil Engineer,Civil Engineer
M.Tech,Computer Science,7.688665463643599,yes,2,"Embedded Systems, R, Statistics, MATLAB",AI Specialist,Core Engineering,Software Engineer,Software Engineer
MBBS,Medicine,7.275557792574956,yes,3,"Embedded Systems, Accounting, C, VHDL",Cybersecurity Certified,Healthcare,Doctor,Healthcare
B.Tech,Mechanical,6.423941468766782,yes,11,"Financial Modeling, Java, SQL, Econometrics, Data Analysis",Six Sigma,IT,Mechanical Engineer,Mechanical Engineer
B.Tech,Civil,6.4053862474562,yes,8,"Financial Modeling, AutoCAD, Java, VHDL, Machine Learning, Excel",Medical Board Certified,IT,Civil Engineer,Civil Engineer
B.Ed,Education,7.2086478991828224,yes,10,"C++, Statistics, AutoCAD, R, MATLAB, Python",Cybersecurity Certified,Education,Teacher,Academia
M.Sc,Mathematics,7.191141030542363,yes,8,"C++, SolidWorks, VHDL",Cybersecurity Certified,Research,Lecturer,Academia
MBA,Economics,9.236801674668516,yes,10,"Circuit Design, SolidWorks, AutoCAD, Accounting, SQL, Embedded Systems",AWS Certified Solutions Architect,Finance,Financial Analyst,Data Analyst
M.Sc,Mathematics,8.543929783162673,yes,9,"Statistics, Financial Modeling, AutoCAD, Machine Learning, Risk Analysis, Thermodynamics",Teaching License,Research,Research Scientist,Data Scientist
B.Tech,Computer Science,7.04,yes,3,"Java, Python, SQL, React, Node.js",Six Sigma,IT,Software Engineer,Software Engineer
MBA,Finance,8.280620546160415,yes,15,"Financial Modeling, Risk Analysis, Python",PMP,Finance,Investment Analyst,Data Analyst
Diploma,Civil,6.278742265775786,yes,1,"R, Statistics, Accounting, Risk Analysis, VHDL",Six Sigma,Manufacturing,Civil Engineer,Civil Engineer
MBA,Economics,7.483596701614581,yes,1,"Embedded Systems, Econometrics, R, C++, VHDL, C",Teaching License,Finance,Financial Analyst,Data Analyst
Diploma,Mechanical,9.742944926525244,yes,15,"Java, Econometrics, VHDL, Embedded Systems, Statistics",AWS Certified Solutions Architect,Manufacturing,Mechanical Engineer,Mechanical Engineer
M.Tech,Civil,6.9263438227762455,yes,12,"C, Thermodynamics, AutoCAD, Circuit Design, Econometrics",PMP,Core Engineering,Civil Engineer,Civil Engineer
Diploma,Mechanical,9.82,yes,6,"SolidWorks, Thermodynamics, MATLAB",Cybersecurity Certified,Manufacturing,Design Engineer,Software Engineer
B.Tech,Mechanical,9.767634239165714,yes,13,"Econometrics, MATLAB, SQL, SolidWorks",AI Specialist,IT,Design Engineer,Software Engineer
B.Ed,Education,5.1088713180234135,yes,14,"Data Analysis, SQL, Excel, AutoCAD, Circuit Design",AWS Certified Solutions Architect,Education,Teacher,Academia
M.Sc,Computer Science,7.2,yes,3,"Python, Machine Learning, TensorFlow, SQL",Teaching License,Research,Data Analyst,Data Analyst
MBBS,Medicine,6.873053611503533,yes,14,"C++, C, Thermodynamics, Statistics, Embedded Systems",Six Sigma,Healthcare,Doctor,Healthcare
MBA,Human Resources,6.338212501628648,yes,10,"Excel, Financial Modeling, Risk Analysis, Java, Thermodynamics, AutoCAD",Six Sigma,Finance,Business Analyst,Data Analyst
B.Tech,Computer Science,6.818812186876007,yes,13,"Machine Learning, Python, Java",Teaching License,IT,Data Analyst,Data Analyst
B.Ed,Education,9.140258534081708,yes,11,"Financial Modeling, Econometrics, MATLAB, Circuit Design, Accounting",Data Science Certificate,Education,Teacher,Academia
B.Ed,Education,8.677361422202937,no,0,"C, Embedded Systems, Data Analysis, Risk Analysis, VHDL",Six Sigma,Education,Teacher,Academia
Diploma,Civil,9.54348513502848,yes,14,"Thermodynamics, AutoCAD, Statistics",Six Sigma,Manufacturing,Civil Engineer,Civil Engineer
M.Tech,Civil,6.927992479550794,yes,12,"VHDL, C++, Embedded Systems",Cybersecurity Certified,Core Engineering,Civil Engineer,Civil Engineer
M.Tech,Civil,9.551775585025762,yes,13,"Embedded Systems, Econometrics, SolidWorks, Financial Modeling, C",Data Science Certificate,Core Engineering,Civil Engineer,Civil Engineer
BA,English,8.61879786898249,yes,2,"C++, Java, MATLAB, Financial Modeling, R, Machine Learning",Medical Board Certified,Education,Lecturer,Academia
BA,Economics,5.78819439345462,yes,6,"C, Econometrics, Financial Modeling, Machine Learning, Excel",Teaching License,Education,Financial Analyst,Data Analyst
M.Sc,Computer Science,8.31,yes,7,"Python, Machine Learning, TensorFlow, SQL",AWS Certified Solutions Architect,Research,Data Scientist,Data Scientist
BA,Economics,6.4542253759881145,yes,14,"Machine Learning, Python, Risk Analysis, C, R, Embedded Systems",AI Specialist,Education,Investment Analyst,Data Analyst
B.Ed,Education,9.070184855273745,yes,15,"Data Analysis, Embedded Systems, Excel, MATLAB, C++, Accounting",Medical Board Certified,Education,Teacher,Academia
BA,Economics,7.8992198523788835,yes,13,"Thermodynamics, SolidWorks, Python, Embedded Systems, Financial Modeling, AutoCAD",Data Science Certificate,Education,Financial Analyst,Data Analyst
MBBS,Medicine,7.497239121106219,yes,7,"SolidWorks, Machine Learning, AutoCAD, Embedded Systems",Data Science Certificate,Healthcare,Doctor,Healthcare
M.Sc,Mathematics,5.658772640440968,yes,3,"Circuit Design, Statistics, Financial Modeling",Cybersecurity Certified,Research,Lecturer,Academia
M.Sc,Mathematics,8.641690289867958,yes,8,"SQL, Risk Analysis, Embedded Systems",Teaching License,Research,Research Scientist,Data Scientist
MBBS,Medicine,8.908112367466966,yes,13,"SQL, Python, C++",Teaching License,Healthcare,Doctor,Healthcare
B.Sc,Chemistry,5.322001916869927,yes,14,"Thermodynamics, Data Analysis, R, SolidWorks",PMP,Research,Lecturer,Academia
BA,History,6.005639216376975,yes,15,"Data Analysis, Accounting, MATLAB, Econometrics, VHDL",Cybersecurity Certified,Education,Lecturer,Academia
M.Sc,Mathematics,7.1794199796854,yes,2,"Java, SolidWorks, Machine Learning",Six Sigma,Research,Lecturer,Academia
MBA,Economics,9.20593378412978,yes,6,"Circuit Design, Python, Java",Teaching License,Finance,Financial Analyst,Data Analyst
MBA,Finance,6.815915580140395,yes,11,"C++, Circuit Design, Excel, Risk Analysis, VHDL, Accounting",Cybersecurity Certified,Finance,Investment Analyst,Data Analyst
M.Tech,Mechanical,7.879217065608385,yes,8,"Java, Statistics, Econometrics",PMP,Core Engineering,Mechanical Engineer,Mechanical Engineer
MBA,Economics,7.944495801523906,yes,3,"MATLAB, Circuit Design, Risk Analysis, Econometrics, C, Python",AWS Certified Solutions Architect,Finance,Investment Analyst,Data Analyst
M.Sc,Mathematics,5.559078814166571,yes,14,"R, VHDL, Statistics, MATLAB, AutoCAD",PMP,Research,Lecturer,Academia
MBBS,Medicine,6.611198652123263,yes,15,"Machine Learning, Java, Statistics, AutoCAD, R, Financial Modeling",Cybersecurity Certified,Healthcare,Doctor,Healthcare
BA,Economics,6.908968503928,yes,3,"C, MATLAB, AutoCAD",Data Science Certificate,Education,Financial Analyst,Data Analyst
M.Sc,Physics,8.8,yes,6,"Matlab, Statistics, Simulations, C++",PMP,Research,Research Scientist,Data Scientist
Diploma,Civil,9.64399046152907,yes,12,"Python, Econometrics, Embedded Systems",Six Sigma,Manufacturing,Civil Engineer,Civil Engineer
B.Sc,Mathematics,7.788502799722103,yes,14,"MATLAB, Machine Learning, SQL, R",PMP,Research,Research Scientist,Data Scientist
MBBS,Medicine,9.905716688244835,yes,8,"Embedded Systems, Statistics, C++, Excel, VHDL, Machine Learning",Cybersecurity Certified,Healthcare,Doctor,Healthcare
M.Sc,Computer Science,8.42,yes,6,"Python, Machine Learning, TensorFlow, SQL",Teaching License,Research,Data Scientist,Data Scientist
B.Tech,Electrical,5.591765098951154,yes,14,"Financial Modeling, Risk Analysis, Accounting, SolidWorks, Machine Learning",Six Sigma,IT,Hardware Engineer,Software Engineer
B.Tech,Electrical,7.801124063133154,yes,9,"Excel, C, Data Analysis",Six Sigma,IT,Hardware Engineer,Software Engineer
M.Sc,Physics,8.518072605493638,yes,9,"Financial Modeling, Statistics, C++, SolidWorks",PMP,Research,Research Scientist,Data Scientist
MBA,Economics,5.242510614420543,yes,14,"Econometrics, Python, Data Analysis, Thermodynamics, VHDL",Cybersecurity Certified,Finance,Financial Analyst,Data Analyst
M.Sc,Computer Science,7.82,yes,5,"Python, Machine Learning, TensorFlow, SQL",AI Specialist,Research,Data Scientist,Data Scientist
M.Tech,Computer Science,5.017155934839844,yes,14,"Risk Analysis, VHDL, SQL, Econometrics, Machine Learning, Financial Modeling",AWS Certified Solutions Architect,Core Engineering,Data Analyst,Data Analyst
MBA,Management,7.69,yes,7,"Excel, SQL, Business Intelligence, PowerBI",Six Sigma,Finance,Business Analyst,Data Analyst
B.Sc,Chemistry,7.837420501917306,no,0,"VHDL, Machine Learning, MATLAB",Medical Board Certified,Research,Research Scientist,Data Scientist
M.Sc,Physics,7.205681385087752,yes,8,"C, VHDL, Risk Analysis",Data Science Certificate,Research,Lecturer,Academia
MBA,Marketing,6.068810326386917,yes,10,"C++, R, Circuit Design, Embedded Systems, Data Analysis",Cybersecurity Certified,Finance,Business Analyst,Data Analyst
B.Sc,Physics,7.660749951855336,yes,3,"Statistics, VHDL, Accounting, Financial Modeling, Data Analysis",PMP,Research,Research Scientist,Data Scientist
M.Tech,Mechanical,9.204057957943244,yes,15,"C++, Machine Learning, Embedded Systems, C, Excel",Data Science Certificate,Core Engineering,Mechanical Engineer,Mechanical Engineer
M.Sc,Chemistry,5.990192949810179,yes,10,"C, Statistics, AutoCAD, Excel, Python",Data Science Certificate,Research,Lecturer,Academia
M.Tech,Mechanical,8.899354781387416,yes,13,"AutoCAD, R, SolidWorks, Circuit Design, MATLAB, Econometrics",PMP,Core Engineering,Design Engineer,Software Engineer
B.Tech,Civil Engineering,6.83,yes,7,"AutoCAD, STAAD Pro, Construction Management",AWS Certified Solutions Architect,IT,Civil Engineer,Civil Engineer
M.Sc,Mathematics,6.684928132380453,yes,11,"Data Analysis, R, Econometrics, SolidWorks, AutoCAD, Embedded Systems",Six Sigma,Research,Lecturer,Academia
Diploma,Mechanical,5.897652390771285,yes,10,"Machine Learning, SQL, Thermodynamics, Accounting, Embedded Systems",Cybersecurity Certified,Manufacturing,Mechanical Engineer,Mechanical Engineer
BA,English,8.044072537051024,yes,14,"Python, C, Machine Learning, Thermodynamics, AutoCAD, Financial Modeling",AI Specialist,Education,Lecturer,Academia
M.Sc,Mathematics,9.28141033399245,yes,11,"Thermodynamics, Machine Learning, Circuit Design, AutoCAD",PMP,Research,Research Scientist,Data Scientist
MBBS,Medicine,6.251783423158136,no,0,"C++, Thermodynamics, Python",Six Sigma,Healthcare,Doctor,Healthcare
M.Sc,Computer Science,7.67,yes,5,"Python, Machine Learning, TensorFlow, SQL",PMP,Research,Data Scientist,Data Scientist
B.Tech,Mechanical,8.136821452200724,yes,14,"Java, MATLAB, C++, Data Analysis, Excel",AI Specialist,IT,Mechanical Engineer,Mechanical Engineer
B.Sc,Mathematics,9.44830315428225,yes,9,"C++, Statistics, VHDL, Excel, Embedded Systems, Financial Modeling",AWS Certified Solutions Architect,Research,Research Scientist,Data Scientist
B.Tech,Computer Science,5.25329016566509,yes,1,"Financial Modeling, Embedded Systems, Java, Data Analysis",Data Science Certificate,IT,Data Analyst,Data Analyst
MBBS,Medicine,7.251126292558723,yes,6,"Java, Circuit Design, Statistics, C, Financial Modeling, AutoCAD",AI Specialist,Healthcare,Doctor,Healthcare
B.Tech,Mechanical,7.7,yes,6,"SolidWorks, Thermodynamics, MATLAB",Cybersecurity Certified,IT,Design Engineer,Software Engineer
M.Sc,Mathematics,8.42442329595018,yes,13,"Excel, MATLAB, SolidWorks, Python, Embedded Systems, Thermodynamics",Medical Board Certified,Research,Research Scientist,Data Scientist
Diploma,Electrical,8.587259511020235,yes,8,"C++, VHDL, Circuit Design, Python, SolidWorks",Medical Board Certified,Manufacturing,Hardware Engineer,Software Engineer
BA,History,9.356332046406358,yes,12,"R, Statistics, Thermodynamics",Six Sigma,Education,Lecturer,Academia
BA,English,6.924867869229411,yes,7,"Thermodynamics, Financial Modeling, SQL",Cybersecurity Certified,Education,Lecturer,Academia
M.Tech,Computer Science,9.544882262758092,yes,10,"C++, AutoCAD, C",Data Science Certificate,Core Engineering,Software Engineer,Software Engineer
B.Ed,Education,7.651442004109475,yes,3,"Machine Learning, Statistics, Python, VHDL",Six Sigma,Education,Teacher,Academia
B.Tech,Computer Science,6.58,yes,4,"Java, Python, SQL, React, Node.js",Cybersecurity Certified,IT,Software Engineer,Software Engineer
B.Sc,Physics,7.588892077880034,yes,9,"Excel, Python, Thermodynamics",Cybersecurity Certified,Research,Research Scientist,Data Scientist
MBA,Economics,9.68360047345976,yes,6,"Java, Accounting, C++, R, SolidWorks",Data Science Certificate,Finance,Financial Analyst,Data Analyst
B.Tech,Electrical,5.53,yes,5,"MATLAB, Power Systems, Control Systems",Data Science Certificate,IT,Hardware Engineer,Software Engineer
B.Sc,Mathematics,7.345230410218125,yes,13,"Accounting, Java, Risk Analysis, Data Analysis, AutoCAD, Machine Learning",AI Specialist,Research,Lecturer,Academia
B.Sc,Mathematics,6.218730865352391,yes,9,"Econometrics, Financial Modeling, Data Analysis",PMP,Research,Lecturer,Academia
B.Sc,Finance,7.84,yes,4,"Excel, Financial Modeling, Risk Analysis",Medical Board Certified,Research,Investment Analyst,Data Analyst
MBA,Marketing,9.733885868629482,yes,10,"Python, Java, Statistics, C, Risk Analysis, C++",AI Specialist,Finance,Business Analyst,Data Analyst
M.Sc,Chemistry,9.907663214255676,yes,8,"Embedded Systems, Thermodynamics, C++, Financial Modeling",Medical Board Certified,Research,Research Scientist,Data Scientist
Diploma,Civil,9.391222059110625,yes,1,"C, Machine Learning, Thermodynamics, Embedded Systems",PMP,Manufacturing,Civil Engineer,Civil Engineer
B.Ed,Education,8.031402975436185,yes,8,"Econometrics, AutoCAD, Accounting, C++, SQL",AWS Certified Solutions Architect,Education,Teacher,Academia
B.Tech,Computer Science,7.152824519662051,yes,10,"R, Data Analysis, Circuit Design, MATLAB, Python",AWS Certified Solutions Architect,IT,Data Analyst,Data Analyst
B.Tech,Civil Engineering,5.08,yes,3,"AutoCAD, STAAD Pro, Construction Management",Teaching License,IT,Civil Engineer,Civil Engineer
M.Sc,Physics,8.311520596863305,yes,12,"Excel, Machine Learning, Circuit Design, Econometrics, Embedded Systems",PMP,Research,Research Scientist,Data Scientist
B.Sc,Chemistry,6.935097148940617,yes,13,"Python, C++, Java, SQL",PMP,Research,Lecturer,Academia
MBA,Statistics,9.37,yes,7,"Python, SQL, Data Visualization, Tableau",AWS Certified Solutions Architect,Finance,Business Analyst,Data Analyst
M.Tech,Computer Science,6.11119265554338,no,0,"Excel, Thermodynamics, SQL, Financial Modeling, SolidWorks",Medical Board Certified,Core Engineering,Software Engineer,Software Engineer
M.Tech,Mechanical,6.676665319889716,yes,14,"Machine Learning, MATLAB, C++, Statistics",Cybersecurity Certified,Core Engineering,Mechanical Engineer,Mechanical Engineer
M.Sc,Mathematics,9.970422183266194,yes,13,"Machine Learning, Econometrics, Accounting, Data Analysis, C++, Excel",Medical Board Certified,Research,Research Scientist,Data Scientist
B.Ed,Education,6.385441021789796,yes,9,"Statistics, Excel, Thermodynamics, C",PMP,Education,Teacher,Academia
M.Sc,Physics,5.9164423590336925,yes,15,"Excel, MATLAB, Statistics, SolidWorks, C",AWS Certified Solutions Architect,Research,Lecturer,Academia
B.Ed,Education,8.599506893643444,yes,11,"Statistics, Econometrics, Data Analysis, Embedded Systems, VHDL, AutoCAD",Cybersecurity Certified,Education,Teacher,Academia
M.Tech,Mechanical,6.6620103602892,yes,15,"Thermodynamics, C, SolidWorks",PMP,Core Engineering,Design Engineer,Software Engineer
B.Sc,Mathematics,8.343991256716874,yes,15,"Circuit Design, SQL, VHDL, Econometrics, AutoCAD, MATLAB",AWS Certified Solutions Architect,Research,Research Scientist,Data Scientist
B.Ed,Education,5.963445758458764,no,0,"SQL, Java, C++, VHDL, C, Statistics",AI Specialist,Education,Teacher,Academia
B.Tech,Computer Science,7.2749610254599295,yes,15,"Financial Modeling, Risk Analysis, SQL, SolidWorks, AutoCAD",Cybersecurity Certified,IT,Software Engineer,Software Engineer
B.Sc,Physics,9.96250561774365,yes,10,"Machine Learning, R, SQL",Data Science Certificate,Research,Research Scientist,Data Scientist
MBA,Economics,9.08738175035129,yes,13,"Java, Thermodynamics, C++",Cybersecurity Certified,Finance,Financial Analyst,Data Analyst
B.Tech,Civil Engineering,5.67,yes,6,"AutoCAD, STAAD Pro, Construction Management",Teaching License,IT,Civil Engineer,Civil Engineer
Diploma,Civil Engineering,7.08,yes,5,"AutoCAD, STAAD Pro, Construction Management",PMP,Manufacturing,Civil Engineer,Civil Engineer
M.Sc,Mathematics,8.169188425211455,no,0,"Thermodynamics, Accounting, SQL, Machine Learning, AutoCAD",Medical Board Certified,Research,Research Scientist,Data Scientist
B.Sc,Physics,9.64370746136355,yes,10,"Accounting, SolidWorks, SQL",Cybersecurity Certified,Research,Research Scientist,Data Scientist
B.Ed,Education,8.15867038790018,yes,15,"SQL, R, Thermodynamics, C++",Medical Board Certified,Education,Teacher,Academia
BA,English,6.526097497648312,yes,11,"SolidWorks, Data Analysis, MATLAB",PMP,Education,Lecturer,Academia
MBBS,Medicine,7.280742132249806,yes,7,"C++, Java, Embedded Systems, Accounting, MATLAB",Six Sigma,Healthcare,Doctor,Healthcare
B.Sc,Physics,6.963465012825492,yes,13,"Machine Learning, SolidWorks, R, Financial Modeling, Risk Analysis, Excel",Cybersecurity Certified,Research,Lecturer,Academia
M.Tech,Computer Science,5.124989528553224,yes,1,"Machine Learning, Risk Analysis, R, Thermodynamics",Six Sigma,Core Engineering,Data Analyst,Data Analyst
Diploma,Electrical,8.399784388891298,yes,6,"AutoCAD, Thermodynamics, Machine Learning, Data Analysis",Cybersecurity Certified,Manufacturing,Hardware Engineer,Software Engineer
B.Sc,Physics,10.0,yes,2,"AutoCAD, Excel, Machine Learning, VHDL",Cybersecurity Certified,Research,Research Scientist,Data Scientist
Diploma,Electrical,9.41913387625658,yes,2,"Statistics, Java, C++",Data Science Certificate,Manufacturing,Hardware Engineer,Software Engineer
